trip_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,pickup_hour,pickup_day,passenger_count,weather,trip_duration
269,37.429329511185685,126.86365258706739,37.52554081986525,126.99713590849242,1,6,1,Clear,44.93922229189178
270,37.5516827092977,127.09058448444691,37.48043121381563,126.94009140372552,3,2,4,Clear,57.17183297095555
271,37.426397535800795,126.85557251413344,37.43047005396269,127.05494183873078,13,2,4,Clear,64.59954065391636
272,37.431380887687,127.01260989927464,37.41408917314141,127.05491368640185,13,3,2,Clear,18.34005098579444
273,37.44029741665003,127.07453599772633,37.5811976774632,127.01028784065288,7,6,4,Rain,56.548073572731184
274,37.53221534560359,127.08960795850204,37.47331020663274,127.08269549071234,20,6,2,Snow,15.694518764342378
275,37.527802506759116,126.9984235857142,37.43613746667141,126.93618321206165,8,1,2,Clear,52.70119957242157
276,37.489177276664456,126.97226240454154,37.59671440267195,127.01867866982981,2,3,4,Clear,44.07863212391913
277,37.46289283890552,126.82725831977936,37.56058157661834,127.04920453219638,21,4,3,Clear,86.74121314230283
278,37.522554422142456,126.80594233610026,37.596236577483985,126.99067832357913,21,5,3,Rain,74.48092680075965
279,37.42883778542615,127.09572775577747,37.45576112955081,126.9659330947886,18,2,2,Clear,49.026600254309585
280,37.52573180429257,126.88231015185475,37.49264955365409,127.0195994821095,5,3,3,Snow,46.5926759272219
281,37.40239036768179,126.82167203453903,37.56173859508274,126.90635158548781,0,0,1,Clear,60.38888229509305
282,37.42889378819075,126.96154377749103,37.51037818035476,126.90992908413561,20,1,3,Clear,38.747016765746274
283,37.54158523560133,126.89377925830533,37.47099269223438,127.09298399587304,17,2,1,Clear,87.53707264445622
284,37.57479400670887,126.90727812727884,37.43168531884565,126.83565131520797,7,1,4,Clear,57.86438498954102
285,37.41512000746738,126.90612902450438,37.512353041570876,127.05259917898744,6,1,2,Clear,55.03683820766949
286,37.52775341307945,126.87460681149027,37.51967746999819,127.03662377574007,6,2,2,Clear,60.51963083804413
287,37.4123811770553,127.09030394039746,37.54414957732126,126.81624808628358,9,0,2,,90.0
288,37.575793929789555,126.87956623806491,37.55810514684483,127.01105071287245,3,6,3,Snow,39.418128528282494
289,37.47833298725496,126.96711491121455,37.423621737665776,126.82816503080937,17,6,2,Clear,63.98884193712371
290,37.54823519486136,126.87158733275206,37.525590622895,126.8631503977463,18,5,3,Rain,34.52121540733701
291,37.43455042891169,127.02855804966163,37.55628825145766,127.08746425930934,9,0,2,Rain,47.18697377043222
292,37.572270073393256,126.8687054457532,37.4778011445295,126.9086451644421,19,6,1,Rain,48.06732476867213
293,37.485834078442416,126.98439650909611,37.45511345515071,126.81704054517694,18,0,3,Clear,70.81766458125472
294,37.44177144845648,127.0501879514576,37.49593109490118,126.95635943442718,2,1,1,Clear,44.85044688136059
295,37.514489839390734,126.88148964761838,37.462017320379196,126.86192402610371,16,6,1,Clear,24.03411879564168
296,37.45763227155132,127.04097261673145,37.50197096366719,126.92789875859644,0,0,4,Clear,32.22859708605642
297,37.457410046955516,126.82774623381955,37.461698615365066,126.83049739073904,23,4,4,Rain,5.0
298,37.42290907646534,126.83492156827738,37.48454032249899,126.82879066688596,7,5,1,Rain,40.4407649315784
299,37.442779511440285,126.92017513763615,37.58302766539147,126.95124289998988,16,4,2,Rain,50.29571629232976
300,37.55957270034822,126.9220779021297,37.5833211266276,126.9007631830605,3,0,4,,8.944131016523894
301,37.504715714075324,126.95494415272913,37.59843578514124,126.84658109605093,1,0,4,Clear,50.448180932925204
302,37.470987915680375,126.80710643414092,37.4972246799502,126.97411130941109,16,2,1,Clear,57.25176567837433
303,37.58587462620038,126.83514207053724,37.433607761836406,126.81865763699514,1,2,1,Clear,38.474640679992554
304,37.55947751336381,126.80308249309047,37.577805327745686,127.0258216509168,0,3,1,Clear,61.55032272658241
305,37.46205443308474,127.08635666011155,37.51936865755252,126.81540143851495,4,1,3,Clear,89.63907551922624
306,37.42214651026228,126.89400485896846,37.549544016927484,127.09111131465284,5,1,3,,85.5852108910216
307,37.43686836254643,127.00642101354461,37.4325188385295,127.02068741578907,11,2,3,Clear,10.79319520664156
308,37.53503372356787,126.98253218873938,37.46393963389336,127.06916380478724,23,4,3,Clear,26.37348998058263
309,37.51261333831116,127.01741261701821,37.455043604639364,126.93198472497815,9,3,3,Snow,37.84255502084397
310,37.59615554012349,127.06485566580315,37.51195124511125,126.81742431192812,7,2,3,Clear,90.0
311,37.40269879653342,126.86994438523273,37.59943505253317,126.86883203186481,13,5,4,Rain,67.69570863877765
312,37.575358651413,126.92772560530638,37.52246973912365,127.0913284895795,3,5,3,Snow,55.61071879832619
313,37.40285384189744,126.89853330203914,37.514572745289016,126.9856674746701,18,6,2,Clear,57.084821740666065
314,37.484951846267364,126.82473949549086,37.55181652837699,126.86836149884738,4,3,3,Snow,32.92015124109058
315,37.58331774063991,126.80957766301904,37.46576303623777,126.94484527581452,23,1,1,Clear,64.28754275387512
316,37.53168308179799,127.02943678531605,37.450638258694724,126.89523240839496,20,5,2,Snow,55.50295677567621
317,37.51665993392064,126.83876824394711,37.567608833930244,126.94691532337482,6,1,3,Rain,36.09466424760906
318,37.46269986113545,126.80460920287827,37.59211031220934,127.05098724634689,19,5,3,Rain,90.0
319,37.5932255020248,126.93152296166598,37.48428147133121,126.86676664724843,1,1,1,Clear,41.25593165921569
320,37.433644911259854,126.89668013912902,37.40825289887913,126.91972640992108,10,4,1,Rain,12.279495928961172
321,37.45397750438533,126.81983221204065,37.435832144392165,126.93382699531792,9,2,1,Snow,46.42561868835778
322,37.49059114607819,126.81547747094662,37.5713962651443,126.97611602932999,17,5,2,Rain,71.0505249459095
323,37.42525983112463,127.07394684491986,37.42432895099813,126.82331855227096,1,5,2,Clear,83.04057674041235
324,37.484709451918484,127.08190204302474,37.552601243698064,126.86210347586089,13,5,2,Clear,63.91032008210348
325,37.407868595088345,126.94468716448867,37.524048991002125,126.91934980563504,23,6,4,Clear,37.019590858918235
326,37.58482375311418,127.05448542300178,37.5453466105123,127.04280221471868,9,3,4,Rain,25.046494703310632
327,37.464427827201746,127.04002786156657,37.45131810964328,126.85605262846184,5,6,4,Clear,65.51437745332426
328,37.526760516348354,126.97380592924557,37.40366598758929,127.06445713715877,20,2,2,Snow,46.52812263738909
329,37.57410541436418,127.02524091041617,37.407950887627976,126.90174920285507,2,1,4,Clear,65.4512688964546
330,37.56366524130262,127.07916241530114,37.54496993628276,126.87615180434024,22,1,4,Clear,70.20906693303543
331,37.57467815510749,126.96989160503628,37.522679486637735,126.9228146894228,15,2,1,Clear,26.241025900871314
332,37.54406172980377,126.95350076212712,37.56809062705825,126.96611232249708,7,0,1,,30.806831074572194
333,37.43874876644426,126.80106308459803,37.47984946765779,127.02019224620686,8,0,4,Clear,81.1343053822035
334,37.47330970834821,126.96264267515339,37.511110269798564,126.94308260844329,10,2,4,Clear,27.183314647499383
335,37.502406343453494,127.04525028083917,37.556701143313425,127.04540089098936,15,1,4,Clear,31.601912213724013
336,37.467390070264386,127.0286310364547,37.49933011836697,127.04562287386436,1,5,4,,18.143793559013165
337,37.59104678644881,126.99373893784922,37.59866970453491,126.80052198478624,23,3,1,Rain,65.10155557296841
338,37.56136739036877,126.80737542212637,37.54857834361662,127.03747492889923,4,0,1,Clear,76.93152238121385
339,37.55979033342036,127.07760934141524,37.53666208807782,126.93282607057118,0,5,4,Clear,53.068650924293124
340,37.47222106265382,126.9287317936073,37.560306437631006,127.09012616695495,22,6,1,Clear,60.778749783275465
341,37.550967699769004,126.97146047926562,37.5554380399475,127.04606794505945,14,5,3,Clear,33.266075763816936
342,37.52281053045489,126.91931860077,37.443939049683976,126.91520214331824,6,5,1,Clear,31.195592606252085
343,37.475042886469666,126.90466383952631,37.442076788668636,126.99038985257309,15,2,1,,39.48437093460272
344,37.461655983387445,126.95317815659708,37.52121485296269,126.85827313244295,11,4,4,Clear,31.349838679215804
345,37.55776706294244,126.94840963886097,37.48720964128872,126.88710483548317,18,2,3,,46.122293359224074
346,37.51935999826635,126.90692437151134,37.57431532086185,126.86063162932005,14,1,2,Clear,31.633659746118568
347,37.407399077241344,127.04115624975071,37.45802046261109,127.0253468939793,2,6,1,Clear,15.202162880058253
348,37.40433980879187,126.81518459496789,37.466171889307525,126.80246480570135,19,2,3,Clear,38.09089574443967
349,37.56839413283862,126.83510677598854,37.43326274969494,126.9221819318625,20,0,3,Clear,56.27001011377489
350,37.417963841812906,126.8247619008191,37.59634839394309,127.05126979948572,20,0,4,Clear,90.0
351,37.50387235373446,126.9694978636864,37.423209306595425,127.01272400821435,4,5,3,Clear,30.75676972283131
352,37.521732761712364,126.92375496360508,37.5965799984593,126.9265263236981,14,2,4,Rain,28.525260950013767
353,37.583192424515126,126.93561322658324,37.54127853279458,126.98991300458597,21,5,3,Clear,22.79933584400944
354,37.50290527391715,126.97302428599139,37.417830277596785,126.92953936887942,16,3,2,Clear,32.959165222402596
355,37.43880575923807,126.89719044159119,37.43040307776339,127.05320225479238,15,2,2,Snow,59.96865564949775
356,37.452134104655165,126.8549379204402,37.465394233785624,126.97178048097751,15,3,4,Clear,40.13173409346853
357,37.40977120435511,126.89204964212608,37.45206921312947,126.98978544217546,22,6,2,Clear,33.40264956710739
358,37.444411474219336,127.09819645661395,37.59462566077534,127.09658636996768,11,0,1,Clear,49.153200474037874
359,37.56302804305805,127.08580663299313,37.52266841589066,127.03103218989995,3,6,4,Rain,22.81671895822724
360,37.55137572249787,127.08699055447607,37.414877990012286,126.88578784843013,4,4,3,Snow,75.73334419320226
361,37.41638857478033,126.80828915414503,37.50508092353825,127.03189223804274,23,3,1,Rain,74.47079391013324
362,37.4959195017866,126.82683533348789,37.579427958575465,127.0785460245105,7,2,4,Clear,90.0
363,37.460364529817035,126.81371284519938,37.48323636396094,126.88852288320389,11,1,4,Snow,22.53457843105584
364,37.529989753298906,127.04464144277502,37.53322611133592,127.04518980530581,4,1,4,Rain,6.330878103827829
365,37.592268108729776,127.09741051851773,37.55463851613246,126.87134643067341,10,2,4,Rain,68.85931323112197
366,37.526137351302175,126.9628964744851,37.43700580497141,126.93021002150452,18,0,3,Clear,51.187776392935355
367,37.549139909864245,127.01024946805441,37.57110014819967,127.00705187799299,9,0,3,Clear,20.097591761354234
368,37.47962563794217,126.90566691166057,37.489764232065575,126.87305825846433,23,0,2,Rain,17.287431179371538
369,37.40653755781779,127.02962041523737,37.41133771946636,126.85618858884523,17,2,4,Clear,71.10275220790818
370,37.483619752583884,126.9968249739438,37.57578067736937,126.93876309746167,11,1,2,,28.49574522486727
371,37.50215911725035,127.04028820623738,37.512870642130395,127.03496045968696,8,4,1,Clear,17.256516657314517
372,37.49853599264463,126.95000719082354,37.43966435023713,126.97875896438666,21,1,3,Clear,33.247399304624395
373,37.446708617468076,126.85820531454466,37.46349000461161,127.01036437966802,9,0,4,Rain,57.04511797589864
374,37.494998534012176,126.94271699093039,37.51387459287734,127.00678313647634,19,2,3,Clear,48.39406879926018
375,37.543598565594316,126.89362781621574,37.47483480715299,126.96334967681221,19,2,1,Rain,49.09944403426623
376,37.46229530345376,127.00823207950673,37.446676409275426,126.89468305269082,18,4,2,Clear,53.970177416939805
377,37.526800533535706,126.8410549159918,37.49586207856301,126.92651336757514,20,1,3,Clear,33.46273582922599
378,37.43064682010279,126.8995733040159,37.43700914554037,126.91418614188017,5,0,3,Clear,15.011656867378594
379,37.45560923321487,126.80197314482427,37.44907583476848,126.82372091368673,9,4,4,Clear,27.31959653726346
380,37.576785582017514,127.04465762166406,37.565346809949574,127.06953867832988,18,0,3,Rain,25.12241624375055
381,37.525324473563536,126.92198789321355,37.445708244145564,126.99255648331018,8,1,4,Clear,44.765136095464044
382,37.41716790114935,127.03285616186574,37.53907349024014,127.05715669956446,15,4,2,Clear,35.16712726282271
383,37.45292736384083,126.8292796855708,37.4500939626414,127.03281813987847,7,0,4,Clear,80.13621957711864
384,37.598792242856135,126.85813875926881,37.442479673362435,126.82048858594905,11,3,2,Clear,53.56333143219547
385,37.45402097039051,127.05514048317163,37.45023111120796,126.86489211327212,21,2,1,Snow,57.8668569899465
386,37.51610179186701,126.97863802361998,37.49365959345813,127.08522039153209,4,1,2,Clear,34.773562190905785
387,37.51006946167048,126.80177008297723,37.429255934904134,126.93857916228565,10,2,2,Clear,52.326556449197035
388,37.48047271161693,127.07153852317892,37.42132250771911,127.04358208890355,18,6,1,Rain,31.719976368457075
389,37.4067555556115,127.09504937083234,37.551348131505904,126.97264302026302,2,0,1,Clear,62.077137751885985
390,37.456867390503625,126.99835551235572,37.404660334244554,127.04706856486918,23,4,3,Clear,18.32070726971093
391,37.590669850367576,127.0183474811731,37.477096836152604,127.02038246377026,21,0,2,Clear,36.415302768704244
392,37.40383818477027,126.84008025300584,37.47920688290704,126.88391943347995,14,6,4,Clear,25.347987330279743
393,37.54313670036484,127.02987478925455,37.57860826866498,127.09736436103226,21,5,1,Clear,28.87483341448742
394,37.5785499249367,126.82969834904506,37.55489822021905,126.94715628807491,19,3,1,Rain,48.05548557847703
395,37.552477325629184,127.0669245316241,37.502135346145444,126.97549824587288,2,3,3,Clear,33.515952069148994
396,37.464649913944946,126.95144180316102,37.4959625973871,126.9621305099149,21,1,2,,26.224962112744784
397,37.50409357706617,126.84235356696566,37.513120259931185,127.0655546124922,0,6,3,Clear,76.34004394315104
398,37.5735095033522,126.82661372372547,37.471565565105365,126.88396698248388,10,2,4,Rain,43.0941535327658
399,37.59509154556468,126.9320343986039,37.54015543775251,126.81851372955927,12,5,2,Snow,49.32230944076773
400,37.419405813645746,126.80160161720949,37.53721423425388,126.92842784080679,4,0,1,Clear,59.49244354479735
401,37.424869959384395,127.08836801361949,37.514930930988044,127.07549564610534,6,5,4,Clear,25.271332223314857
402,37.591162119449386,126.8512053019421,37.411538536948974,126.93179372337016,0,6,3,,57.47952671872967
403,37.5745248840703,126.9258554752614,37.425367531326046,126.88326844146214,12,3,2,Clear,37.98600173796427
404,37.442215046037326,126.98200131221829,37.407855255242254,126.98554878690406,9,4,4,Clear,26.372441491726196
405,37.594020810723705,127.00244485522987,37.54370314671378,127.02126431936597,19,0,1,Clear,27.81579938951921
406,37.44180040641121,126.96944284774895,37.49551993602657,126.93882701142428,17,1,3,Clear,32.69730128572568
407,37.41770305345479,126.85357705783302,37.59099623389941,126.91400830567174,12,4,3,Clear,58.458979416169356
408,37.536377134802905,126.94153999935334,37.59046567351119,126.90935132797222,0,2,1,Clear,20.84010730919991
409,37.50795920322024,126.89677893798567,37.55963416369205,126.92639377662034,16,1,2,Clear,22.695384031576097
410,37.44793300560052,126.82681395656222,37.488609783188515,127.0528014500354,11,2,2,Clear,72.4708495981851
411,37.58565556820921,126.9162572595107,37.463270079888716,126.94476813826108,22,2,3,Clear,40.78575483131087
412,37.480847975723265,126.98264994488144,37.44019484360249,126.89430681276845,5,3,1,Clear,26.434377392960325
413,37.48058131804339,126.83061532565243,37.446498984000634,126.85469448529712,6,6,2,Clear,18.727628459743805
414,37.52636517043305,126.84949322481278,37.598063691404946,126.88478484308379,0,5,4,Rain,39.853398933227396
415,37.44615900894621,126.82588237665091,37.50606975439126,126.93881894017889,9,6,2,Clear,54.7345301392898
416,37.51736950109633,126.80033546954854,37.402450696592176,126.96434418650124,2,2,2,Clear,76.42406170204286
417,37.47279702952903,127.08093040428535,37.40885864067574,126.98644679047378,6,4,3,Rain,36.3837720342092
418,37.53900176683844,127.05148469145344,37.49175324322454,126.82141382509562,9,4,3,Snow,84.19783256371876
419,37.44954149377329,126.86946356850093,37.48869635726952,126.98395127984828,9,6,3,Clear,51.2001278179386
420,37.43709238451357,126.9732899154517,37.4811117450138,126.90559795289455,8,4,2,Clear,38.37480918467084
421,37.449962752724815,127.04048067811205,37.564720683769664,126.87709093580294,5,5,1,Snow,70.72376166708636
422,37.58718696531211,126.909961206817,37.540631070659515,126.8993179465274,23,0,1,Clear,8.372940534329828
423,37.56984578523042,127.02171520859419,37.4214834297711,127.03533965881942,8,5,1,Clear,57.42250156796055
424,37.56577967883323,127.06059750702936,37.472535779224046,127.04098641742871,22,3,4,Clear,41.902036409366254
425,37.556138932601286,126.94959615463793,37.51933598709156,126.83112737911513,8,5,3,Clear,49.73289514091254
426,37.52739014445576,127.06641283152221,37.476497775820725,126.94840214236335,9,3,2,Clear,58.19795057984139
427,37.419679844777825,126.86299158134506,37.44166106623085,126.95884952090431,3,4,2,Clear,37.52435730460793
428,37.46493038382269,127.07043307949361,37.52561059152333,126.80906427984742,15,0,1,Clear,85.13310585871007
429,37.51237374375743,127.04164650987597,37.520449833961685,127.01511896889586,1,5,4,Rain,14.90188565702621
430,37.42114994535544,127.05201963016245,37.59492188816573,126.91003820546196,10,2,2,Rain,71.89257045933583
431,37.406023277061145,126.80134945907257,37.51221406419312,126.92539931688579,8,2,1,Snow,53.356487860593276
432,37.418685710109,126.99908741177549,37.57485951724922,126.98297850960199,2,2,3,Clear,54.40058390231469
433,37.4216139290052,126.92019564464034,37.589839239272784,126.94068213128335,6,3,4,Clear,52.759956678414824
434,37.42190767775364,126.98136925003179,37.486956794953535,127.02438497141894,12,2,4,Clear,21.511632810037227
435,37.43803444500301,126.82509743510985,37.410578740503915,126.9787575845261,12,0,1,Clear,53.763121579857646
436,37.499819330388114,126.87094257633949,37.42869887952704,126.8678104725994,18,0,3,Clear,39.961718271113526
437,37.45709012868071,126.90538487689943,37.50079403950573,127.06114635044045,10,5,4,Clear,58.43998886780846
438,37.572026500253955,127.01552880930011,37.57859160072764,126.86473783307599,4,5,2,Clear,48.974157344525935
439,37.57522771615901,126.96587427508334,37.53082641389649,127.01405982443856,15,2,4,Clear,28.950814438942068
440,37.58404995084518,126.8043886051647,37.44029634332555,127.0376627991009,1,3,2,Snow,87.30929900217329
441,37.49423182766416,126.9004326966003,37.54020886994636,127.00648465889891,9,1,3,Clear,51.403128114806144
442,37.55480835967076,127.08198819283815,37.57884386496068,126.9265413502654,9,4,4,Clear,64.32698190776934
443,37.51819656305106,126.85395516112226,37.40604511190236,127.06338589171165,18,2,4,Rain,81.61759583141543
444,37.42887451879195,126.87103316675359,37.44856242444137,126.89830991444227,19,6,2,Clear,28.977350852420667
445,37.52713972021877,126.8922154747749,37.43063616492016,127.00612287939188,5,2,4,Snow,50.30685619464718
446,37.56740420713375,126.88039639064392,37.556820600229294,127.06329891816041,21,5,3,Rain,58.606776354391194
447,37.46958813535806,126.8365175426241,37.57829548181442,126.84662837795305,15,6,1,Clear,38.32464165719617
448,37.54933506538647,126.89379806332035,37.51091149531024,126.99579056355151,12,4,3,Snow,50.444934327158194
449,37.55490344934596,126.96182933015689,37.56964037356795,127.07028777037382,18,6,1,Rain,40.23932089934284
450,37.528716665146135,127.00258389414346,37.531387432586875,126.83092438032374,2,1,2,Clear,55.84633884893512
451,37.576654859108544,126.99285684866396,37.53133990831132,126.84372597677577,8,5,1,Rain,65.81832012063074
452,37.42896427213934,126.84880275818851,37.515941633709225,126.91347668643195,9,2,1,Clear,41.28575300857891
453,37.56868332822947,126.9843572537367,37.41000374016733,127.09829323017898,15,2,4,Rain,65.45946884303524
454,37.52214621379365,126.90749740232296,37.58739562104216,126.86718073558005,17,1,2,Clear,41.521675506498795
455,37.571132459442076,127.04655076867294,37.47115428536771,126.89741607326239,3,4,4,Clear,50.91869460372541
456,37.50653552428171,126.90872341333258,37.560515541033,127.05052901813487,20,0,2,Clear,47.59810911995426
457,37.46559250726404,127.09297062478655,37.56199691409465,126.83922300724365,23,6,4,Clear,90.0
458,37.57943873129712,126.98444645102693,37.593152246893304,127.09886191379603,23,2,1,Rain,31.616952956488483
459,37.57548071861562,126.92869371845006,37.465339927820516,127.02165849917382,21,2,3,Rain,46.04432146070982
460,37.45353553139912,126.95093367041562,37.599479880123354,127.08775110648311,15,5,1,Clear,64.18824622834939
461,37.54882164419898,126.85278593297532,37.46011489621837,126.84331939836281,17,3,4,Snow,43.784372439347734
462,37.418258941815886,127.00404137068415,37.49027403298091,126.86973119834153,9,1,2,Rain,58.65454909194697
463,37.41719558686371,127.08892029573987,37.54125000657343,126.91123245093834,0,2,3,Snow,70.42395169292404
464,37.502280890996225,126.95448749053058,37.430997725593635,126.81530340552075,22,3,1,,51.73493725163519
465,37.40715231820201,127.09770544970625,37.453274636892694,126.81820749326387,9,5,2,Clear,90.0
466,37.48675061714573,126.84513871173841,37.54562270147284,127.07114642636614,16,5,4,Clear,79.28755479419975
467,37.55814952376412,126.99130514784666,37.59487683095935,126.8128244788578,18,0,3,Clear,73.86369790202325
468,37.57789473473956,127.00337434300059,37.54655975579003,127.02498790974475,15,1,2,Snow,17.603305343951742
469,37.45095628645765,126.8935167668187,37.5724597557032,127.01529270030962,5,6,3,Clear,48.78986565282844
470,37.41539605333474,126.90546948509149,37.40749735048441,126.82184438245497,7,0,1,Clear,40.778081996049636
471,37.52613087832932,127.08364108261381,37.515405181884155,126.85629072952945,15,3,3,Clear,78.85092436868496
472,37.45296656821683,126.98358176563106,37.58281837321588,126.9364451917233,11,5,3,Rain,38.388761155716374
473,37.40468963584253,127.0344577245961,37.53647940829297,126.99249715591188,8,4,1,Clear,49.906653055530036
474,37.426239595835106,127.01779550460388,37.53529245827129,127.06874805453845,15,5,4,Clear,48.570308339065306
475,37.587671149673525,126.98329465691893,37.440608041007074,126.9580495688023,6,1,3,Clear,42.27488811854274
476,37.575015262320115,126.81436147577882,37.57222823331555,127.08091003223971,7,4,1,Clear,90.0
477,37.56592348085639,126.99880731890734,37.573009070823716,126.85707664657878,19,3,2,Clear,56.8140995050487
478,37.46789470813068,126.90347386768308,37.52280140759932,126.98683400574993,4,1,2,Rain,42.10402387009066
479,37.54290454692268,126.94070703189672,37.485323641200544,127.05339213050429,22,2,2,Clear,44.47785897373768
480,37.59140295621867,127.05543621320015,37.56485469293332,126.86999739601339,8,3,4,Snow,75.15509909757499
481,37.51351621944161,127.09061225918151,37.49299913657538,127.03656360168667,7,5,1,Clear,32.621986755479924
482,37.466619241803656,127.00828458712292,37.56452292733823,126.9200867681503,22,3,1,Clear,54.507872073835934
483,37.559865886829925,126.86959414732533,37.496983149432,127.09988725233194,19,0,1,,84.89737829395705
484,37.48606749561621,126.89530659249986,37.515958789728046,126.827465435754,15,4,1,,28.958127319186467
485,37.51546873835972,126.84143317647859,37.54960440707855,126.96598169258594,10,5,4,Clear,50.02787383983781
486,37.508242268102755,126.97421076554603,37.452998717184926,127.03491049725277,0,6,4,Clear,37.04159786599722
487,37.443483570945446,127.07897493315073,37.449369045527575,127.00285899272113,16,5,2,Rain,26.563030230473988
488,37.400133482845455,127.04328052777517,37.53356825719704,126.95167547855955,11,1,1,Clear,43.43039860876318
489,37.599767210286196,126.96309153758602,37.590782655881775,126.95393269371438,4,5,2,Rain,6.928401561656512
490,37.48336635460858,127.08241976689916,37.48920679304814,126.92162886697685,13,1,3,Clear,61.98706350375021
491,37.45676329432164,127.06902489144588,37.57964046777712,126.9026901275476,6,2,3,Clear,63.223569159653756
492,37.553176321359054,126.90832268182875,37.50363742143541,126.97809996344473,23,1,2,Snow,32.12830096953789
493,37.518504942545924,126.96493385867906,37.59478624534753,127.02451023705287,6,2,4,Rain,32.50124721073146
494,37.576091975678786,126.88878856305172,37.55840949308992,126.88378116148846,3,1,3,,10.152075108454333
495,37.55622020189545,126.80263153145908,37.571911506681545,127.0839856675924,14,6,2,Rain,90.0
496,37.45635385275488,126.93535652361723,37.53592080550553,126.90944551966555,6,5,1,Clear,31.376288388060708
497,37.518448852454114,127.02503312687269,37.57369851513339,126.93019241302434,21,0,2,Rain,48.137722783004136
498,37.50054039092032,126.99025100045665,37.51855965566668,126.92334200965993,23,5,1,Clear,30.669247325579537
499,37.591016733456016,127.07804563701778,37.513467353109625,126.8334019326401,8,3,3,Clear,90.0
500,37.447914027748,127.0057322600957,37.574742294230475,126.83477332231915,0,1,2,Clear,68.38936393653081
501,37.456766897554544,126.84237716619383,37.403013234156546,127.03858128305981,1,3,1,Rain,67.68911764303222
502,37.58408564137443,126.88004546448394,37.49575578061081,126.91439699701657,7,4,4,Rain,37.26642977031334
503,37.49156217133256,126.83760241353612,37.574014782839406,126.86479627872602,6,3,2,Clear,25.758136510994092
504,37.49145090160016,127.03842064103229,37.439229905540465,127.01231013118262,22,4,4,Clear,26.30051459214547
505,37.573641719807384,127.08520868345083,37.591601864296116,127.08792221555274,2,1,2,Clear,15.046992628430448
506,37.45921010742114,126.86787953164205,37.54812034979169,127.0810407208801,6,6,4,Clear,67.67322042765521
507,37.53937952792717,127.02965705356715,37.55248449662057,127.01702211975707,19,0,2,Clear,26.75874407532323
508,37.544304614674886,126.93110075297432,37.533095236162815,126.85748674972544,15,0,4,Clear,26.460192919239265
509,37.48847966933992,126.90656436888554,37.4894948816526,126.84622782327078,1,3,3,Clear,18.94737803369398
510,37.46679210343239,127.09606545044176,37.49219128475997,127.06130194043477,0,0,1,Rain,16.343154908917704
511,37.5493311276141,126.90376384972824,37.567821624081496,127.08884427871969,7,4,3,Clear,75.24193012369744
512,37.45118475233637,126.99830891458568,37.42782786868585,126.98669561162583,4,0,4,Rain,15.869339394682958
513,37.56386198084047,127.01383942656395,37.50441349023288,127.07037638318914,9,0,1,Clear,41.098549806347
514,37.483282294824306,127.0319087362325,37.46198941173501,127.04446698361187,3,5,4,Clear,14.308535350508013
515,37.40367546381438,127.05860219948835,37.59686328171698,126.8462038337332,8,5,2,Clear,90.0
516,37.513854230753694,126.96985600079942,37.400738597420236,126.86689089714346,13,0,4,Clear,53.62234985769761
517,37.43888355503961,126.9813190514341,37.41273486804865,126.82032775567112,20,2,3,,51.644096784071614
518,37.49331304509657,127.01334120867153,37.59347757335198,126.94221707337994,9,2,1,Clear,61.96052381146832
519,37.561667094252506,126.84466622700197,37.50875834933716,126.89718446155884,17,3,4,Clear,37.464420731655885
520,37.43800261008722,126.86001512675423,37.42770702280314,126.92781380750705,22,6,1,Clear,36.70367991448337
521,37.44162256480031,127.02929300174524,37.4897280581655,126.80259918570248,8,5,3,Clear,83.71653255063912
522,37.49476919710047,126.84048960231453,37.464531508583775,127.0163732043028,4,1,1,Clear,58.064664679195715
523,37.4953002269445,127.00654029652806,37.58224162978078,126.86017150579366,22,5,1,Clear,54.60130059367834
524,37.49073398563121,126.80972422221797,37.53751586252646,126.91047977290917,7,1,2,Clear,42.0353851420321
525,37.538898595558,126.90126428956326,37.42610377149301,126.92071273720134,11,4,1,Snow,45.969502183351956
526,37.4538195885986,126.99867331932943,37.50728912360571,126.81987330442621,19,4,4,Clear,73.47261609956375
527,37.45210556029381,127.01201419468124,37.42689203447103,126.90965443081076,23,3,1,Snow,39.76126390783809
528,37.40447221856675,126.9890350600533,37.53304612730095,127.06995406928144,22,6,3,Clear,58.6509058733478
529,37.476346936904726,126.93246190648864,37.545445457013685,127.06796103963714,18,2,1,Clear,61.9745534346139
530,37.439154641594804,126.87640146950517,37.51243201434573,126.80737697315061,13,0,2,Clear,34.73651698072772
531,37.51831966321096,126.98398930962826,37.593191162023196,126.80893692128029,10,2,3,Rain,62.84212243820888
532,37.43623413794707,126.85549183033234,37.58886689019807,126.97818970316685,10,5,4,Clear,57.33628245901361
533,37.57890621041363,126.81807984965577,37.44118312398299,126.86144689292615,23,2,3,Clear,39.17273486743632
534,37.56980286447729,126.805880783784,37.400065877101156,127.06955339337158,3,5,1,Clear,90.0
535,37.55303398477192,126.8803198051272,37.53254976354934,126.94485626410578,17,3,3,Clear,43.51910157591309
536,37.56170483717244,126.80898989092479,37.495128311459254,126.89773790237582,8,2,4,Clear,46.653467710939424
537,37.591916653615826,126.87476260165393,37.46693170484472,127.08598307578028,7,1,4,Rain,90.0
538,37.46396178808536,126.88682166081792,37.58337795124878,126.8953784395918,3,2,3,Clear,39.62405439744622
