route_id,origin_lat,origin_lng,dest_lat,dest_lng,departure_hour,departure_day,vehicle_type,weather,traffic_level,road_type,has_toll,arrival_time
213,37.460074047611144,126.87271913870273,37.62730585715069,126.82360563221357,12,5,Truck,Rain,4.0,Highway,1.0,26.968265317725187
214,37.60089122120333,127.06692583346272,37.46709577058176,126.91329525695245,18,4,Car,Clear,5.0,Highway,1.0,41.97070371082221
215,37.401943740804434,127.13690160408463,37.43468864677859,126.84466638752274,10,2,Car,Clear,5.0,City,0.0,100.99430835964625
216,37.44755465387993,127.02341118894363,37.53593112676778,126.9645749111772,3,3,Car,Cloudy,3.0,City,0.0,16.693588402683098
217,37.47865319094867,126.99475540067023,37.477264992317224,126.8216934267552,17,5,Car,Clear,5.0,Mixed,0.0,59.83780067300746
218,37.64152524051681,127.1108093247532,37.57170572325336,126.9245913118417,23,4,Car,Clear,5.0,Highway,1.0,34.150071498747785
219,37.58877358581657,126.80791064186445,37.545887780187506,126.97006238924175,4,3,Truck,Cloudy,2.0,Mixed,0.0,26.7745896534341
220,37.40483165513206,126.87486959661932,37.549780160110465,126.99304044019858,8,4,Car,Clear,1.0,Highway,1.0,12.56747980929361
221,37.51578032473883,126.96233830239692,37.542988418410744,126.88461407870355,19,1,Truck,Clear,3.0,Highway,0.0,5.0
222,37.57293256405518,126.83687361989669,37.64319035210811,126.81672919501159,21,3,Car,Cloudy,,Mixed,1.0,19.798838507420644
223,37.55449746726296,126.93833162122098,37.55451318142433,126.80172243196584,16,1,Car,Clear,3.0,Highway,0.0,23.955357979694554
224,37.51582105733082,126.93369321112046,37.53152433554194,126.87067907676496,5,2,Car,Cloudy,1.0,Mixed,1.0,5.0
225,37.465006783839684,127.1313066387903,37.40625280585457,126.97013265761963,13,3,Truck,Cloudy,5.0,Highway,0.0,28.65732498084037
226,37.49323578640046,126.85736383065442,37.43032151633064,126.92563957092914,20,2,Car,Clear,1.0,Mixed,1.0,19.227305355780466
227,37.57764308452561,126.96654553193935,37.61518402136826,127.01976613735565,12,1,Truck,Clear,5.0,City,0.0,29.03025967631259
228,37.58944440526374,126.83779968346794,37.63902691962601,126.90922128679723,22,0,Car,Snow,3.0,City,0.0,23.729152723966465
229,37.52284997293625,127.07485063044838,37.4093390198312,126.99357913193116,20,2,Car,Clear,5.0,Highway,1.0,34.11277396325189
230,37.62869506158586,127.06224789069918,37.427125015213576,127.10172231533697,5,2,Motorcycle,Rain,,Mixed,1.0,37.45448646795415
231,37.63969591972523,127.13896561988956,37.615976057258564,126.97980717037873,11,2,Car,Snow,5.0,City,1.0,79.56406322423467
232,37.59565838083115,126.9252948968655,37.453305317615644,126.9944904923462,16,2,Car,Rain,1.0,Mixed,1.0,26.195493015792003
233,37.450768442152906,127.14634202833004,37.41561741145632,127.02367611033316,9,1,Car,Snow,1.0,Mixed,0.0,19.122538045986293
234,37.61980591269049,127.04267828653457,37.615719092045694,126.90033250994688,18,0,Car,Rain,2.0,Highway,1.0,16.32679599908679
235,37.513467213069134,126.82917216105933,37.593893368589065,127.0572629669223,11,6,Car,Cloudy,1.0,Mixed,0.0,26.894645298127674
236,37.455414025999346,126.81427937541606,37.55610561772002,127.06854109549639,4,4,Truck,Cloudy,2.0,Highway,1.0,23.844790582274996
237,37.5963785437446,126.84260302496314,37.42187936997424,126.85650925149388,8,5,Motorcycle,Rain,4.0,City,1.0,41.927768279494614
238,37.500322184831674,126.80008508995512,37.5578163658882,126.99889809251798,20,5,Car,Rain,2.0,Mixed,1.0,50.169648064074394
239,37.459686837352805,127.04251568032707,37.450475569363974,126.95503630978078,10,6,Car,Snow,5.0,City,1.0,33.92404246081327
240,37.546917647201056,127.1352002934605,37.59678531149488,126.8394304468629,11,4,Car,Clear,4.0,Mixed,1.0,79.34693062906726
241,37.42951039927931,126.81522947175117,37.56705239861116,127.1277689054315,16,4,Truck,Cloudy,2.0,City,0.0,50.21824171599536
242,37.49464388288318,126.86941495724209,37.580097828284536,126.90847846292684,15,5,Car,Snow,2.0,City,1.0,16.09331060419628
243,37.486548493607174,127.13598487398902,37.51008497393462,126.96262107661569,17,6,Car,Cloudy,3.0,Mixed,1.0,28.87698899175885
244,37.5003568990508,126.88713689197115,37.495327122656775,126.92788949880071,5,1,Car,Rain,2.0,Highway,1.0,5.0
245,37.510973122238646,127.09978861094154,37.47069187826789,127.05795207684758,11,1,Car,Cloudy,4.0,City,0.0,8.347759203334641
246,37.55938959354446,126.86852322180164,37.636821345835855,127.01958532818523,2,0,Car,Cloudy,5.0,Mixed,0.0,58.22167950944394
247,37.4145053256965,127.13923746509434,37.42764606211777,127.02587022978821,8,6,Car,Clear,2.0,Highway,1.0,10.50616272508745
248,37.51574975981624,126.93635494184504,37.50401062990208,126.81752338208699,19,4,Car,Clear,5.0,Mixed,0.0,51.54779061064077
249,37.52425131777035,127.04715314632719,37.59825788862104,127.14160125681086,3,4,Car,Rain,1.0,City,1.0,18.3864891307513
250,37.48424880114164,127.13069371313918,37.55114401291489,126.89862806909078,22,4,Motorcycle,Clear,2.0,Mixed,0.0,32.4820269408502
251,37.58606858335301,126.89703770788509,37.628485093396016,126.8497867579541,23,3,Car,Rain,5.0,City,0.0,31.738714721045135
252,37.579104539495354,126.95110970741663,37.587979918052085,126.87916765512801,0,6,Car,Rain,1.0,Mixed,0.0,10.8894068085157
253,37.53038709149459,126.8957494987489,37.52807825570227,127.04829174243173,3,4,Car,Clear,4.0,City,0.0,41.5582527755386
254,37.6144049717778,126.97104852152687,37.60608420920158,127.13964113274578,16,3,Truck,Clear,1.0,Highway,0.0,14.483866947637326
255,37.42936396918354,127.11691837558526,37.627929303709394,126.89907670884189,8,5,Car,Clear,1.0,Mixed,1.0,38.08178498393924
256,37.49384535171162,126.86863012490547,37.55525399563276,126.89155364737476,17,3,Motorcycle,Clear,2.0,Highway,1.0,5.0
257,37.56990402006989,126.98285480086035,37.45704472197448,127.13143177314556,16,1,Car,Cloudy,2.0,City,0.0,25.050691218431083
258,37.6308046329225,126.8536396533037,37.579459002254936,127.01588470875097,16,0,Car,Clear,5.0,Highway,1.0,27.86354796595617
259,37.61503821295824,126.94213440882723,37.42030637698811,126.99161837726268,18,4,Car,Rain,1.0,Mixed,,30.69909724651376
260,37.440877122085695,126.87083748149303,37.530163544076146,126.89857814762857,7,3,Truck,Clear,1.0,City,1.0,13.492934709237216
261,37.41552939083537,126.8800467597221,37.42174475620348,126.98707779802102,20,1,Truck,Clear,1.0,Mixed,1.0,13.951612444070529
262,37.53900214248744,126.96448452880477,37.4092256338746,126.80313264769678,1,4,Car,Clear,3.0,Highway,1.0,25.751959061589677
263,37.523987863363146,127.05958945138558,37.46863042838583,126.995293922022,21,3,Truck,Snow,5.0,City,0.0,38.12453612898224
264,37.49073973481156,126.84475989942125,37.60156446497942,126.96750181422944,23,2,Truck,Clear,2.0,Highway,1.0,15.74092626614513
265,37.45185602925236,127.07665727309782,37.57076348285942,127.00994878615523,15,6,Car,Clear,4.0,Highway,0.0,17.758901652798986
266,37.499976432513336,127.14568535261111,37.419973876753374,127.06000633949388,19,0,Car,Clear,1.0,City,0.0,10.016274505497641
267,37.51912791873108,126.90677566712998,37.49183256833193,126.8619224480872,3,5,Car,Clear,4.0,Highway,,15.913695877136806
268,37.47367223329285,126.86972162974482,37.59044668647174,126.86237705823466,1,2,Car,Clear,4.0,Mixed,0.0,16.371435629040207
269,37.40306018481666,126.80963856765948,37.48517556532632,126.95585651769646,20,1,Car,Clear,2.0,City,1.0,32.043964534951904
270,37.53952103057567,126.86776860381987,37.637090566151606,127.05737796975538,10,2,Car,Rain,5.0,Mixed,0.0,87.84120299363306
271,37.639208581309994,127.0095237825813,37.646930268212635,126.85766565720104,6,0,Car,Rain,3.0,City,0.0,45.23194651639109
272,37.48682990740956,127.0961002743152,37.40581037586768,126.94731439801451,21,4,Motorcycle,Cloudy,5.0,City,1.0,64.2136981335395
273,37.592273597830896,126.80175159362366,37.51361681703035,126.99574212865082,21,2,Car,Snow,4.0,Highway,0.0,45.30422817425543
274,37.62374370375835,127.02074045527273,37.53079238247718,126.98939551861835,20,6,Car,Cloudy,5.0,Mixed,1.0,27.520122173147747
275,37.50835848525488,126.85109442435835,37.631802189596726,127.1059960390118,10,6,Car,Clear,3.0,Mixed,1.0,46.86631513106603
276,37.49028975167096,127.07969049349867,37.49876591495746,126.92305356454803,6,3,Car,Clear,3.0,City,0.0,32.823657142356666
277,37.622797018616154,126.87629518351028,37.41931420669724,126.86108996733586,10,4,Car,Clear,3.0,Highway,1.0,22.9637670580909
278,37.426298050362135,126.82343839113422,37.49008098420276,126.87677421616532,6,1,Truck,Clear,4.0,Highway,1.0,15.344931233455977
279,37.52254547621325,127.14320307528747,37.52432190730957,127.09235269683333,2,4,Motorcycle,Cloudy,5.0,Mixed,1.0,17.4196502837629
280,37.56113462338399,126.96268558667558,37.448670896095415,126.9740391901808,6,1,Car,Clear,2.0,Mixed,0.0,13.094649796125147
281,37.56835891978572,126.9319990979686,37.49953000788271,126.9440240958082,14,5,Motorcycle,Clear,3.0,City,0.0,17.082749264957073
282,37.428266916946725,127.00144787592876,37.414554779413734,127.04287873784565,3,4,Car,Clear,2.0,Highway,1.0,5.0
283,37.42787064186719,126.99452674761608,37.63633174424243,126.96118928418055,17,2,Car,Cloudy,2.0,City,0.0,32.62451781036917
284,37.471720772664874,126.81607613468407,37.55369615402319,127.1495746785166,6,0,Car,Rain,4.0,Mixed,0.0,95.42186379199404
285,37.595323407329474,126.92107546935084,37.63253826770893,126.94933970846627,18,6,Truck,Clear,3.0,Mixed,1.0,9.915320031627314
286,37.64542256044269,127.01390575904801,37.59024199934036,126.93028878964526,15,5,Truck,Cloudy,4.0,City,1.0,31.69154737144878
287,37.54768931553944,127.1305080550964,37.52413678600875,127.1121057489815,8,3,Motorcycle,Snow,4.0,City,1.0,5.0
288,37.56575214772728,127.02828269739696,37.47140657842622,126.84248054728313,1,4,Car,Rain,5.0,Highway,0.0,46.40105893667901
289,37.645614617235395,126.85923090378128,37.54698201557519,126.826764506036,17,6,Car,Clear,4.0,Mixed,0.0,21.00318017098866
290,37.45776033554729,126.80338808860078,37.51722042685332,126.9646506655893,20,6,Car,Clear,5.0,Highway,0.0,33.992276608647295
291,37.42319706923921,127.0752199771364,37.4019326726852,127.14637121631229,10,4,Car,Clear,5.0,City,,24.430766065482153
292,37.442923659074225,127.09131331141748,37.55920468025506,126.92500301982983,9,3,Truck,Clear,3.0,Highway,1.0,29.43831465244166
293,37.47679410440846,126.86416338684002,37.61170987029323,127.04322745046497,7,2,Truck,Clear,2.0,Mixed,0.0,30.146910743664225
294,37.57027227404088,126.91234544587377,37.62357209622904,126.97057941232649,5,1,Car,Clear,3.0,City,0.0,14.833868023478813
295,37.4755031629174,127.0750814574256,37.57780571379872,127.05022286016073,9,2,Car,Clear,5.0,Highway,1.0,15.45025815130581
296,37.524747945369974,127.0393411440144,37.51446054125254,126.91964666982909,18,5,Truck,Clear,1.0,Highway,1.0,12.548514239375258
297,37.406819572401325,126.84626946658544,37.503713319015716,127.1154181020161,12,2,Car,Clear,2.0,Mixed,0.0,44.800385310946325
298,37.63474796863584,127.03223499993688,37.510118725628125,126.83327752583422,20,4,Car,Clear,2.0,Highway,1.0,34.40133624858849
299,37.54747506086314,127.04819548408774,37.61624755214058,127.08207677869673,19,1,Motorcycle,Clear,1.0,City,0.0,15.24924848782385
300,37.536584779807846,127.1461210598831,37.529853399017455,126.82772968253126,4,0,Car,Clear,3.0,Mixed,0.0,60.156384743217224
301,37.58624178539685,127.11242323989386,37.41850247815038,127.14683310760421,4,6,Car,Cloudy,1.0,Highway,1.0,23.590282225778246
302,37.63718537033809,126.81274114155802,37.516845888287676,126.86759218314472,3,6,Truck,Clear,1.0,Mixed,,19.08883684794482
303,37.55286028637966,126.83732583785823,37.6013099489672,126.93350406713485,17,1,Motorcycle,Clear,3.0,Highway,0.0,19.1773922014216
304,37.56974889343365,126.9410336331259,37.46214184854824,126.93897577710356,13,6,Motorcycle,Clear,1.0,City,0.0,15.969494383012101
305,37.469639333780805,126.91218883703296,37.57881699214341,127.14114861232422,3,3,Motorcycle,Snow,1.0,Mixed,0.0,37.75476134077004
306,37.60599180716431,126.83664890141952,37.45951123875255,126.807457179004,17,5,Car,Rain,5.0,Highway,1.0,35.27526989410719
307,37.596997252199756,127.06581616239679,37.56471463354015,126.89177842640886,11,1,Motorcycle,Rain,4.0,Mixed,1.0,51.07880394375551
308,37.40539108136025,126.90231157533385,37.52813421165217,127.00267983076225,16,3,Truck,Clear,3.0,Mixed,0.0,22.41318835706752
309,37.59441829314242,127.0967019686312,37.519751822184325,126.99773247953993,14,4,Car,Clear,5.0,City,1.0,38.188816860669604
310,37.448230370815,126.92372150741342,37.57206510342104,126.8663918404652,5,3,Car,Cloudy,3.0,Mixed,1.0,20.661256124292443
311,37.44468977692503,127.06065815552806,37.52010017617791,126.95611538436242,20,5,Motorcycle,Clear,1.0,Mixed,1.0,13.664884333688365
312,37.48220011867478,126.87360482335298,37.57136174339086,126.80767357701191,14,4,Car,Cloudy,5.0,Highway,1.0,26.533216695585338
313,37.637463563900624,126.96482043441371,37.63602031517991,127.07698148010381,16,5,Car,Clear,2.0,City,1.0,15.302519595952973
314,37.54765862683782,126.99393331958802,37.47454046442374,126.84619042220449,16,0,Car,Clear,2.0,Highway,1.0,21.380341759873033
315,37.63648405396697,126.95652306664309,37.406845512524754,126.85806932504701,15,6,Car,Clear,1.0,City,0.0,33.82260414145502
316,37.41959025048461,127.07223971462574,37.534529110416166,126.95132395229801,13,6,Car,Cloudy,2.0,Mixed,1.0,27.353659142903425
317,37.53304100439564,127.03173327235704,37.47025923856659,127.09217132398804,0,6,Car,Cloudy,1.0,Highway,0.0,8.551704106810917
318,37.526263509790525,127.00371413780728,37.53197785467338,126.94442060013485,2,1,Car,Clear,4.0,City,0.0,11.518565746704393
319,37.510603242798254,126.88099971575484,37.55564633445869,126.97037508937163,14,6,Car,Cloudy,,Highway,1.0,20.66481459923085
320,37.64786265998228,126.98366573886668,37.543154277301525,126.81397376044357,16,0,Motorcycle,Rain,3.0,City,1.0,46.626315691588616
321,37.51829173428702,127.04627447786447,37.5605697020774,126.95348534699643,11,0,Car,Clear,4.0,Highway,0.0,20.674660812877512
322,37.45966578974784,127.12976133578353,37.49691008769042,127.12201782601726,16,2,Motorcycle,,1.0,Mixed,1.0,5.0
323,37.56092322560245,126.84853375754619,37.52939041417054,126.81970567004579,20,1,Car,Rain,2.0,Mixed,0.0,12.370264695146943
324,37.46170275112602,127.10331010437959,37.51750810606452,126.91839168691071,10,2,Truck,Cloudy,3.0,City,0.0,42.219762557651926
325,37.43292924011263,126.84215424873696,37.45895123432178,126.99840868250412,4,3,Truck,Clear,5.0,Highway,1.0,19.75188793727019
326,37.545764565883516,127.03891824968666,37.52198015499679,127.07631937812482,14,4,Motorcycle,Snow,1.0,Highway,1.0,5.389240897484742
327,37.58110394944515,127.0243785319254,37.61719029994965,127.08537038456095,12,3,Car,Cloudy,5.0,Highway,0.0,10.972254897738516
328,37.51285969273807,127.10613794809102,37.48130462334822,126.81623263864002,8,2,Motorcycle,Clear,3.0,Mixed,1.0,57.358241642547206
329,37.480516109288686,126.82074075030933,37.559115207477845,127.11712562600108,17,6,Car,Clear,5.0,City,0.0,100.56159483366012
330,37.438271551613646,127.10987928132627,37.4282305665778,126.9702592234283,12,3,Car,Cloudy,2.0,City,0.0,28.746470853957156
331,37.60041494616237,126.91431165780388,37.41079877175205,126.80838151336353,2,4,Car,Rain,,Mixed,0.0,47.58455997114612
332,37.622816119098935,126.9680088632436,37.645687365073165,126.97626773492208,1,4,Car,Rain,3.0,City,1.0,5.0
333,37.46328142963458,127.10000931842829,37.47413658836336,127.10560869528746,19,3,Car,Rain,1.0,Highway,0.0,5.0
334,37.50705749214133,126.99159255627767,37.606285131972776,126.8709215158254,1,1,Car,Rain,4.0,Highway,1.0,24.219337207046383
335,37.4766467455368,126.91874521282804,37.62701089104334,127.10764022514186,0,0,Motorcycle,Clear,2.0,Mixed,0.0,33.05012211268479
336,37.60769070905871,127.07281289830617,37.49393636240448,126.99664805691924,4,4,Truck,Rain,1.0,City,1.0,23.197960088879995
337,37.63054549445557,126.82346190274312,37.402604516970705,126.86281645461689,1,1,Car,Clear,3.0,Highway,1.0,23.21643737155813
338,37.437856927369026,127.03435938417464,37.48107932591322,126.97570535777909,9,3,Car,Clear,2.0,City,0.0,8.539026295594168
339,37.4091269558269,126.8005612444244,37.615295465349966,126.93626631473765,12,0,Car,Clear,3.0,Highway,0.0,33.272757933912295
340,37.42140233845587,126.81361625252588,37.61733096167351,127.04975553695864,15,4,Car,Rain,3.0,City,1.0,73.7378840115797
341,37.47261568548815,127.13679568963558,37.629654275307466,127.0052476323284,12,5,Truck,Cloudy,1.0,City,1.0,24.890861277997253
342,37.581086193511844,126.96595181077487,37.60327224828545,127.00937209443532,23,5,Car,Clear,2.0,Highway,,5.0
343,37.481636357235736,126.82086268272185,37.44279477315501,126.9917823947876,20,5,Car,Clear,5.0,City,0.0,62.44040343030639
344,37.646047713310296,127.11140184817302,37.51792786730738,127.05774424065086,4,0,Car,Clear,3.0,Highway,1.0,5.0
345,37.42139748315328,126.84192708599963,37.508771494768624,126.87777620411148,13,1,Truck,Cloudy,3.0,City,0.0,26.384682439579848
346,37.56785897018752,126.8122417856184,37.525009624546705,127.01541864518686,17,1,Car,Clear,1.0,Highway,1.0,15.017944984789224
347,37.51552213905292,126.9374169478389,37.54747828681271,126.88673366932315,18,1,Car,Snow,5.0,City,0.0,25.496859767632237
348,37.47737298255778,126.85706792890855,37.493514033263665,126.82359486365682,10,2,Truck,Clear,2.0,City,0.0,13.195954390822605
349,37.54023077193211,126.82680552929413,37.57011315007861,127.05736396213568,6,4,Car,Clear,5.0,Highway,1.0,32.21448723234431
350,37.46192427852978,126.87885905309004,37.408096512275556,126.88678040960907,8,3,Car,Rain,2.0,City,1.0,7.631629119730897
351,37.55357439204241,126.82161286879558,37.581649935118165,126.82506052765245,22,3,Car,Rain,2.0,City,1.0,5.0
352,37.648758606451835,126.93488672793082,37.53339438494795,126.86883086698903,17,4,Car,Cloudy,5.0,Highway,0.0,25.4227695578313
353,37.47802406260615,127.11751307875866,37.438731153111846,127.14751391737589,8,5,Car,Cloudy,1.0,Mixed,,5.8795040978905195
354,37.49301262810097,126.89331707268305,37.54647651547324,127.09272231556888,14,1,Car,Clear,5.0,Highway,0.0,38.686648282860425
355,37.617256728716896,127.057209385462,37.416054678429006,126.99818994569975,8,1,Truck,Cloudy,1.0,Mixed,0.0,21.459090977260217
356,37.489730789429544,126.82710757692787,37.563118265196344,126.91900486877314,0,2,Car,Clear,1.0,City,1.0,15.400060923660476
357,37.6277475261857,126.81187941616174,37.540818880464194,126.9194929081239,15,1,Car,Rain,5.0,City,0.0,58.45170820487612
358,37.57460801486386,126.87870465816967,37.64695467377506,126.92506361395739,2,0,Motorcycle,Clear,3.0,Highway,0.0,5.646451279619411
359,37.40482615799227,127.05052105399764,37.44085387173025,127.14434313129154,14,2,Car,Clear,4.0,Mixed,0.0,25.233612219641056
360,37.49437455582194,126.8782036558475,37.623041895012335,127.06444249594323,17,1,Truck,Cloudy,1.0,Mixed,0.0,33.10518405918991
361,37.49639422676471,126.83604713141338,37.506676438207826,126.92335715553408,3,4,Truck,Clear,1.0,Highway,0.0,11.947423346449568
362,37.4611330172419,126.93688490317345,37.426110528916446,126.80614634473251,5,3,Car,Snow,2.0,City,0.0,23.805993204831505
363,37.54694256562763,127.02583028096264,37.5916542020512,126.89237915240494,19,3,Car,Rain,3.0,Mixed,1.0,26.705754744637005
364,37.410173214407045,127.05161556614424,37.64411074798371,126.87271617658186,11,1,Car,Clear,2.0,Mixed,0.0,36.79606089898892
365,37.54911360415445,126.8360894299888,37.59404244404421,126.87347514181482,9,1,Motorcycle,Clear,5.0,Mixed,1.0,21.556736444804987
366,37.53933836642225,126.85217760523724,37.55709534430452,127.13235543851422,2,3,Car,Snow,3.0,Highway,1.0,43.348060605934975
367,37.5726933166234,126.80271078401867,37.42010164474345,126.88496208625628,10,5,Car,Cloudy,5.0,Highway,0.0,28.84570732108969
368,37.53462254039944,127.1271839039159,37.504313258086974,126.85678599511759,20,2,Car,Cloudy,5.0,City,0.0,93.72409307130411
369,37.48335318973876,126.95051258962275,37.41515768001079,127.0910786384259,15,3,Car,,3.0,Highway,0.0,14.579512124848502
370,37.642542745102475,126.80034699819761,37.4928862458553,127.08697023192654,2,6,Motorcycle,Clear,5.0,Mixed,1.0,94.1910469050263
371,37.43322102905518,127.02380773462468,37.52813668975225,126.95101171669113,1,6,Car,Cloudy,5.0,Mixed,0.0,41.619237236194195
372,37.5857492265107,127.04683121301767,37.57160373385342,127.02008391882269,23,6,Car,Cloudy,4.0,City,0.0,14.370459865716892
373,37.45138905708793,126.91340486916431,37.47108491060862,127.14340235119097,15,0,Car,Clear,3.0,Highway,0.0,17.052370240077558
374,37.415528846342596,126.80828660154249,37.630876171089966,127.13246342632235,4,2,Car,Cloudy,4.0,Highway,0.0,50.33324648363525
375,37.59155317906285,127.14811674297975,37.524587249423924,126.8949375318883,3,3,Car,Clear,5.0,Highway,0.0,49.22871295101227
376,37.61445123685512,126.90295081486296,37.51710725157801,126.94013383485718,0,4,Truck,Cloudy,3.0,Highway,1.0,28.17991817715877
377,37.43038407835023,126.8287027611533,37.43056552876174,126.90755128532912,23,2,Car,Clear,4.0,City,1.0,14.928349420941412
378,37.531515357440924,127.13643140439666,37.553876461800044,126.86854867915473,23,1,Car,Clear,1.0,Mixed,1.0,29.66193236939503
379,37.58211269226073,126.87508198286368,37.49082703925931,126.87723875018887,6,6,Car,Cloudy,3.0,City,1.0,22.092912661976285
380,37.495385062894826,127.02564670022855,37.63356966190305,127.01664657255807,16,4,Car,Snow,5.0,City,0.0,46.85182729849455
381,37.510562618249516,126.97371870787475,37.621077773054544,126.99031206103393,17,6,Car,Rain,5.0,Mixed,0.0,46.437095333238865
382,37.644343265311164,127.07412497825358,37.5037178231103,127.08691069332244,13,2,Car,Clear,3.0,City,0.0,32.806080855258884
383,37.582284365543444,126.83789260092426,37.60017620158082,126.93305739374594,1,5,Truck,Rain,3.0,City,1.0,20.734491583187733
384,37.63039992570519,127.06732957425153,37.530256143534196,127.04272511271076,9,6,Car,Rain,1.0,Mixed,1.0,22.842129724241556
385,37.50807590206629,126.95385173229552,37.520586504936034,127.1489341115927,4,5,Car,Clear,4.0,Mixed,1.0,46.624259349446206
386,37.51898082354248,126.84951149234391,37.57625882833709,126.95617702625923,10,2,Car,Snow,5.0,Highway,0.0,28.022537044549882
387,37.64244967273319,127.02867991183338,37.60033990548683,127.00657538264244,2,2,Truck,Clear,4.0,Mixed,1.0,5.999816633807506
388,37.50685061332901,127.11686663171882,37.558889087370886,127.03869350225176,11,2,Car,Snow,1.0,Mixed,0.0,13.666134207840432
389,37.50299648983734,126.91405328719985,37.612317577246095,127.01898187513467,17,1,Car,Clear,5.0,Highway,0.0,26.81047277384976
390,37.57433726497163,127.06857433747717,37.44454311026112,126.87583661271694,11,0,Car,Snow,3.0,City,0.0,58.29122576742073
391,37.411084468894366,126.85236827145847,37.496583860845995,127.00377292210669,22,1,Car,Clear,5.0,Highway,0.0,28.721154580166786
392,37.51105532779364,127.1468410441856,37.48888165189139,126.81063251935367,20,4,Car,Clear,5.0,Highway,1.0,51.00152168037831
393,37.63484096951509,127.04657109581854,37.59948054168109,127.09454291028261,7,0,Car,Cloudy,2.0,Highway,0.0,8.673148476309391
394,37.62415042446826,126.99380026249979,37.497123736278,126.95505080964801,3,4,Car,Snow,2.0,Mixed,0.0,18.407995274174503
395,37.5650902890819,126.96517898621192,37.453854017323906,126.96704738966758,20,0,Motorcycle,Clear,1.0,City,1.0,15.100381288253503
396,37.51086346347945,127.02877914531929,37.63201786485363,126.8296215073857,23,0,Car,Cloudy,,Mixed,0.0,36.06830787121776
397,37.52763522396615,127.07543217719989,37.47456531903496,126.85432661837423,11,6,Motorcycle,,3.0,Mixed,0.0,44.232002068365695
398,37.466501608960996,126.84291636635082,37.62471629858199,126.93175887586105,15,5,Car,Clear,1.0,Mixed,1.0,22.342358584832798
399,37.45118149734653,127.03154878289918,37.57067303269154,127.10688495000123,18,0,Motorcycle,Clear,4.0,Mixed,1.0,38.65260482227855
400,37.467236640285385,127.12172537411142,37.563031265436955,126.84904066090573,6,2,Car,Rain,4.0,City,0.0,90.38053669219559
401,37.62556234530599,126.89581266901203,37.47561238997398,126.92353859282632,18,3,Car,Cloudy,5.0,Mixed,1.0,55.96059015730012
402,37.46432678893614,127.07061199748829,37.62123758600533,127.10276108265498,16,6,Car,Clear,5.0,City,1.0,61.40111056316766
403,37.517335101838796,126.83720100405084,37.596091874529094,127.06632335652259,2,0,Truck,Clear,4.0,City,0.0,58.82136505876202
404,37.57914910649409,127.11484898050088,37.43296836564344,126.92457711543477,3,2,Car,Clear,3.0,Mixed,1.0,46.28498573689466
405,37.58548068489549,126.81330332521229,37.631853945928654,126.8340760561713,4,5,Car,Clear,2.0,Highway,1.0,17.870803232599656
406,37.47758508067478,126.80318750273283,37.500281003955074,126.99540716314924,10,6,Truck,Clear,5.0,Highway,1.0,28.179745741520193
407,37.464701465742785,126.93193131654328,37.602122674421736,126.88694408831019,5,2,Truck,,1.0,Mixed,1.0,16.48685182604779
408,37.49256649839418,126.98557469739062,37.45519147966516,127.00766749379174,19,0,Car,Snow,4.0,Highway,1.0,12.052602569676253
409,37.42523745322557,126.95898847919365,37.418610087992,126.80488058775852,23,3,Car,Clear,2.0,City,0.0,26.765197745702935
410,37.53640613270824,126.86392306169193,37.61087315724988,126.89917453095997,11,6,Car,Clear,5.0,City,1.0,25.325736574739935
411,37.58281582291437,127.08066201981543,37.58369736270777,126.86885630420333,15,2,Truck,Snow,3.0,Mixed,0.0,53.16416633820833
412,37.458780690803614,127.0462430026084,37.421176147386966,127.0537328585036,14,3,Car,Clear,2.0,Mixed,1.0,5.89016168517423
413,37.42251613289701,127.10692344655772,37.42811305898566,127.05992501925319,18,4,Car,Clear,3.0,City,1.0,13.847984296172385
414,37.611042944185286,126.80721123694025,37.519249685340185,127.06621257193123,9,0,Car,Rain,1.0,City,0.0,45.28764518953907
415,37.62070904785439,126.92055696783542,37.507818831595515,127.14117217222466,13,5,Car,Clear,3.0,Highway,1.0,25.97738725266056
416,37.61518707124535,126.86921528738436,37.50513007407824,127.01387331879015,10,3,Car,Cloudy,4.0,Mixed,0.0,41.66861424517599
417,37.50598439440336,127.02307547842506,37.63295928796974,127.09539996834208,18,4,Truck,Cloudy,4.0,Mixed,0.0,43.52708463839434
418,37.43548882026127,127.14126465058675,37.510098589742235,127.0092037358575,0,5,Car,Rain,5.0,Highway,0.0,27.7929169235234
419,37.57226609140272,126.90382846762817,37.470257656334134,126.9400179300632,20,5,Car,Snow,2.0,Highway,1.0,13.336166355575712
420,37.42523192174212,127.09919503843899,37.54927577688538,127.07630714331167,1,0,Car,Cloudy,5.0,Highway,1.0,23.86289079147282
421,37.572953975200946,127.10353091511557,37.62379230278466,126.95333294794746,1,6,Car,Cloudy,1.0,City,1.0,13.18931578435545
422,37.454394600153556,126.90032091856501,37.589805290268316,127.13202839337669,12,2,Motorcycle,Clear,5.0,Mixed,1.0,91.91706266248045
423,37.42699136363383,126.82727048188146,37.64759109852034,126.80691822016581,22,0,Car,Clear,,Highway,0.0,9.245680785388167
424,37.400445215684805,127.10310746612235,37.488100645906925,127.02137622736208,7,4,Motorcycle,Snow,2.0,City,0.0,16.816874919804732
425,37.527326260546246,127.08040234564224,37.43268722328045,127.1350884483861,23,6,Truck,Clear,4.0,City,1.0,27.539764634391506
