customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,online_security,tech_support,contract,payment_method,monthly_charges,total_charges,churn
232,Male,0,Yes,No,59.0,No,Fiber,Yes,No internet,One year,Mailed check,106.66942927230588,7226.247156988527,0
233,Male,0,No,Yes,,No,No,No,No internet,One year,Bank transfer,60.79319099848322,3032.3794085486074,0
234,Female,0,Yes,No,45.0,Yes,No,No internet,No,Two year,Electronic check,49.1496160749044,2515.1959310826956,0
235,Female,0,No,Yes,47.0,Yes,Fiber,Yes,No,Two year,Electronic check,46.25214851388962,4782.715542004165,0
236,Female,0,Yes,Yes,30.0,Yes,No,Yes,No internet,Month-to-month,Credit card,78.76387292060403,5520.622339562662,1
237,Male,1,No,No,36.0,Yes,DSL,,No,Two year,Credit card,62.298850004193724,5376.828968087027,0
238,Male,0,Yes,Yes,35.0,Yes,No,No internet,No,Two year,Credit card,95.80853508924748,2110.391993279217,0
239,Male,0,No,No,2.0,Yes,Fiber,Yes,No internet,One year,Credit card,43.10769047133115,6780.893052508063,0
240,Male,0,Yes,No,21.0,Yes,Fiber,No internet,No,Two year,Bank transfer,109.83445816674272,3725.185305982599,0
241,Male,0,Yes,No,15.0,Yes,No,No internet,No internet,One year,Mailed check,100.41021384228677,750.259004653497,0
242,Male,0,No,No,22.0,Yes,No,Yes,No,Two year,Bank transfer,52.54340790650086,4457.500180129028,0
243,Male,0,Yes,No,43.0,Yes,Fiber,No internet,No,One year,Bank transfer,97.22203292868024,2358.910610590485,0
244,Female,0,Yes,No,57.0,Yes,DSL,No,No internet,Two year,Bank transfer,109.92548599995332,4760.490379607378,0
245,Male,0,Yes,Yes,71.0,Yes,Fiber,Yes,Yes,One year,Electronic check,109.60975119508056,1565.3931731028579,0
246,Female,0,No,No,22.0,Yes,Fiber,No,Yes,One year,Credit card,48.41864435144774,6623.42096908725,0
247,Female,0,Yes,Yes,37.0,No,DSL,No,Yes,Two year,Mailed check,66.64982773620024,1464.3064219444257,0
248,Female,0,No,Yes,26.0,Yes,Fiber,No,Yes,Two year,Credit card,65.72372474142935,3421.2648308686266,1
249,Female,0,Yes,Yes,10.0,Yes,No,No,Yes,Month-to-month,Bank transfer,82.72953099045753,378.13207710363133,1
250,Female,0,No,Yes,65.0,Yes,Fiber,No,No,One year,Credit card,26.57721943438923,5220.419149882563,0
251,Male,0,Yes,No,35.0,Yes,DSL,Yes,No,One year,Mailed check,93.96642439909023,835.7236664151195,1
252,Female,1,No,No,68.0,No,No,Yes,Yes,One year,Mailed check,37.50409852976166,5813.284722596806,0
253,Male,0,No,Yes,24.0,Yes,No,No,No,Month-to-month,Bank transfer,61.64779195647458,5396.048123798411,0
254,Male,0,No,No,15.0,Yes,No,No internet,No,Month-to-month,Credit card,73.70010112931706,3404.1056535454536,0
255,Female,0,Yes,Yes,5.0,Yes,No,No internet,Yes,Month-to-month,Bank transfer,62.71619239783697,3961.1835262094046,0
256,Female,0,Yes,No,28.0,Yes,No,No internet,No internet,Two year,Electronic check,26.27003080706179,6711.8548925603345,0
257,Male,0,No,No,58.0,Yes,Fiber,Yes,Yes,One year,Bank transfer,53.31193814598375,2122.9405404113863,0
258,Male,1,Yes,No,9.0,Yes,No,Yes,No internet,Two year,Credit card,60.08802999308067,5135.687203157828,0
259,Female,1,Yes,Yes,1.0,Yes,DSL,No,No internet,Month-to-month,Electronic check,64.07085427541955,4631.5309446859455,0
260,Female,0,Yes,Yes,63.0,Yes,Fiber,Yes,No internet,Two year,Bank transfer,107.7959301027186,5827.5641820090395,0
261,Male,0,Yes,No,19.0,Yes,DSL,Yes,No internet,One year,Credit card,57.94914296230593,3290.069285981143,0
262,Male,1,No,Yes,54.0,Yes,No,Yes,No internet,Month-to-month,Mailed check,74.99821166507502,7062.345681188145,0
263,Male,0,Yes,No,17.0,Yes,DSL,No internet,Yes,Month-to-month,Electronic check,30.489595778400783,1964.2014443293033,0
264,Male,0,No,Yes,49.0,Yes,DSL,No internet,No,Month-to-month,Credit card,40.21455467358329,6455.498936402517,0
265,Male,0,No,No,2.0,Yes,Fiber,Yes,No,Two year,Mailed check,25.7134610582684,4859.616436515469,1
266,Male,0,No,Yes,55.0,Yes,No,No internet,No,Month-to-month,Electronic check,62.808650793040655,6415.384529590605,0
267,Female,0,No,No,52.0,Yes,No,No,No internet,One year,Electronic check,65.16942169867585,7709.962617482297,1
268,Male,0,Yes,No,54.0,Yes,Fiber,No,Yes,Two year,Credit card,102.94622424614643,124.01848300459945,0
269,Female,0,No,No,24.0,Yes,DSL,No internet,No internet,Month-to-month,Bank transfer,81.83591241933219,324.9463081799314,0
270,Female,0,No,No,70.0,Yes,No,No,No internet,Month-to-month,Credit card,40.050935603610725,104.60899725625352,0
271,Female,0,No,Yes,14.0,Yes,Fiber,Yes,No internet,One year,Mailed check,25.96561872095188,2569.3928529169134,0
272,Male,0,Yes,Yes,20.0,No,No,No internet,No internet,One year,Credit card,30.26369999411672,3210.8169325094923,1
273,Female,0,No,No,29.0,Yes,No,No internet,No internet,One year,Bank transfer,25.6026416753683,3053.3708448253983,0
274,Male,0,No,Yes,54.0,Yes,Fiber,No,No internet,Two year,Mailed check,,487.5043891666154,0
275,Female,0,Yes,No,58.0,No,Fiber,No internet,Yes,Two year,Electronic check,83.53766173266581,7231.412162729849,1
276,Male,0,Yes,Yes,69.0,Yes,No,Yes,Yes,One year,Mailed check,27.004123191283917,1117.0219469135782,0
277,Male,0,Yes,Yes,,Yes,DSL,Yes,No,One year,Mailed check,34.23173853805787,4362.825900015461,1
278,Female,1,No,Yes,59.0,Yes,No,No,No,One year,Mailed check,84.13173664816824,7250.664018730835,0
279,Female,0,No,Yes,55.0,Yes,Fiber,Yes,No internet,One year,Mailed check,40.42191307182702,4363.961076949088,0
280,Female,1,No,Yes,28.0,Yes,Fiber,No,Yes,One year,Credit card,69.12133608960612,3017.163295013405,1
281,Female,0,Yes,Yes,,Yes,DSL,No,Yes,Two year,Mailed check,33.51045571700431,5666.08948968514,1
282,Female,0,No,Yes,6.0,Yes,No,No,Yes,Two year,Credit card,99.5245867411637,7966.777060896071,0
283,Female,0,Yes,Yes,65.0,Yes,No,No,No,One year,Mailed check,70.15075521798278,4853.329702599163,0
284,Male,1,Yes,No,52.0,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,47.19751678945954,5196.984092704457,1
285,Female,0,No,No,43.0,Yes,No,No internet,No,One year,Bank transfer,101.7293781062316,1527.4163341912476,0
286,Female,0,No,Yes,11.0,Yes,Fiber,No internet,No internet,Two year,Electronic check,67.13545112121378,2180.9279540491916,0
287,Male,1,Yes,Yes,21.0,Yes,Fiber,Yes,Yes,Month-to-month,Electronic check,68.94875532435202,6376.263174533434,1
288,Female,0,Yes,No,25.0,Yes,No,,No,One year,Electronic check,55.68992420361129,6025.739671945825,1
289,Male,1,No,Yes,14.0,Yes,DSL,No internet,Yes,Month-to-month,Bank transfer,31.255765596142176,1983.6666747253023,1
290,Female,0,Yes,Yes,28.0,Yes,No,No internet,Yes,Month-to-month,Mailed check,39.61414750740113,4096.843622873012,0
291,Male,0,Yes,Yes,41.0,Yes,No,No internet,Yes,Month-to-month,Mailed check,62.62455960899215,7039.802369749055,0
292,Male,0,Yes,No,11.0,Yes,No,No internet,Yes,Month-to-month,Bank transfer,83.97670617575439,1510.195362006657,1
293,Female,0,No,Yes,9.0,Yes,No,No,Yes,Month-to-month,Credit card,38.411925867018084,5827.325102970886,0
294,Male,0,No,No,19.0,Yes,No,Yes,Yes,One year,Credit card,33.994692927237,2846.1683606466504,0
295,Male,0,No,No,24.0,Yes,No,Yes,No internet,Two year,Bank transfer,66.83491925053207,620.6210644845459,0
296,Male,0,Yes,No,46.0,Yes,No,No internet,No internet,Month-to-month,Electronic check,31.566470283347385,2315.567211417124,0
297,Male,0,No,Yes,41.0,Yes,Fiber,No internet,No,Month-to-month,Electronic check,59.29643277405898,3414.0092074518166,1
298,Female,0,No,Yes,42.0,Yes,Fiber,Yes,No,Two year,Mailed check,70.32870125649143,5983.314617065541,1
299,Male,0,No,No,49.0,Yes,Fiber,No,Yes,Two year,Credit card,63.97580618250119,1105.9035743856402,0
300,Female,0,Yes,No,2.0,Yes,Fiber,No internet,Yes,One year,Credit card,101.06480763480108,6874.819565367071,0
301,Female,1,Yes,No,58.0,Yes,No,,No,One year,Credit card,25.94030847242174,2649.9959757438064,1
302,Female,1,No,No,68.0,Yes,No,No,No,One year,Bank transfer,101.24243761804074,1289.1309472138,0
303,Male,0,Yes,No,52.0,Yes,Fiber,No internet,Yes,Two year,Mailed check,76.30882013190731,3028.0413572349676,0
304,Male,0,Yes,Yes,31.0,Yes,DSL,,Yes,Month-to-month,Credit card,34.063425578120935,7428.907125080373,0
305,Female,0,Yes,Yes,69.0,Yes,No,No internet,No,Two year,Credit card,29.358713759608023,4553.4576141594525,0
306,Female,0,Yes,No,4.0,Yes,DSL,No internet,Yes,Two year,Credit card,94.83127651609212,2866.1850893707488,0
307,Male,0,No,No,52.0,No,No,No internet,No internet,One year,Mailed check,22.316180247683622,3494.8467219465456,0
308,Male,0,Yes,Yes,3.0,Yes,Fiber,No internet,No internet,One year,Bank transfer,72.19331327975453,5930.223580184907,0
309,Male,0,No,No,34.0,No,DSL,No internet,Yes,Month-to-month,Bank transfer,98.99939746258438,445.6333096496178,0
310,Male,0,Yes,No,70.0,Yes,DSL,Yes,Yes,One year,Mailed check,103.80561524489016,7613.088179973796,0
311,Male,0,Yes,Yes,26.0,Yes,DSL,Yes,No internet,One year,Credit card,75.65412755929435,6679.769468773934,0
312,Male,1,No,Yes,56.0,Yes,DSL,No internet,No internet,Two year,Bank transfer,106.82852744215597,7105.481638405142,0
313,Male,0,Yes,Yes,20.0,No,DSL,No,Yes,One year,Electronic check,79.37341482212744,5370.945934268544,1
314,Male,1,Yes,Yes,44.0,Yes,No,Yes,No internet,One year,Electronic check,104.30343903942577,4767.1901757390015,0
315,Female,0,No,Yes,16.0,Yes,Fiber,No,No internet,Two year,Bank transfer,97.01698552681243,2807.7546082296276,0
316,Male,0,No,No,65.0,Yes,Fiber,No internet,No internet,Month-to-month,Bank transfer,23.544477227528333,2475.5467231169123,0
317,Male,0,Yes,No,31.0,Yes,DSL,No internet,No internet,Month-to-month,Electronic check,56.479874547368695,802.6253757027309,1
318,Female,1,Yes,Yes,28.0,Yes,No,Yes,Yes,One year,Electronic check,56.24135548290275,366.77210179011655,0
319,Male,0,No,No,38.0,Yes,DSL,No internet,Yes,One year,Bank transfer,49.29367052758592,527.930451461556,1
320,Male,0,Yes,No,22.0,Yes,Fiber,,Yes,Month-to-month,Electronic check,109.8980715894647,1514.7443873394839,1
321,Male,0,No,Yes,9.0,Yes,Fiber,No internet,No internet,Month-to-month,Mailed check,33.31729320837228,1379.46300027053,1
322,Male,1,Yes,Yes,25.0,No,DSL,Yes,No internet,Two year,Bank transfer,41.653801102966895,6304.102082707318,0
323,Female,1,Yes,No,36.0,Yes,DSL,No internet,No internet,Month-to-month,Electronic check,28.58463408963249,930.5762803851635,0
324,Male,0,Yes,No,47.0,Yes,Fiber,No,No,Month-to-month,Bank transfer,71.48316932560242,6149.870619182096,1
325,Female,0,Yes,Yes,30.0,No,No,Yes,No,Month-to-month,Bank transfer,95.11722808024571,3576.4091246829294,1
326,Female,0,Yes,No,37.0,Yes,DSL,Yes,Yes,One year,Electronic check,40.129478883630775,7682.646324048401,0
327,Female,0,No,Yes,67.0,Yes,Fiber,No internet,No internet,Month-to-month,Electronic check,70.74488214700041,4873.091010692844,1
328,Female,0,Yes,No,45.0,Yes,DSL,No,No,One year,Credit card,37.61783804459863,4507.860048191022,0
329,Female,0,No,No,1.0,Yes,No,No,No,Month-to-month,Mailed check,25.62516106228207,5178.611951539512,0
330,Female,0,No,Yes,68.0,Yes,No,Yes,Yes,Month-to-month,Credit card,30.882015848255136,4001.1183683673635,0
331,Female,0,Yes,No,13.0,No,DSL,No,No internet,Month-to-month,Credit card,57.93942218009283,4610.270921236032,0
332,Male,0,Yes,No,21.0,Yes,Fiber,No internet,No,Month-to-month,Electronic check,38.52714178994195,5678.039824203863,1
333,Male,0,No,No,40.0,Yes,No,No,Yes,Month-to-month,Bank transfer,28.149410449478673,6765.499458642984,0
334,Male,0,Yes,Yes,32.0,No,DSL,No,No internet,Two year,Bank transfer,57.141736133220455,7383.072795990293,0
335,Male,0,No,Yes,1.0,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,79.6914096638098,5537.281363121135,0
336,Female,0,Yes,Yes,21.0,Yes,Fiber,No,No,One year,Bank transfer,71.63721885609951,7348.583736289166,1
337,Female,0,No,Yes,9.0,Yes,DSL,No internet,No internet,One year,Bank transfer,66.0578551839472,4398.555100852096,0
338,Male,0,Yes,No,52.0,Yes,DSL,No internet,No,Two year,Electronic check,61.81277369968858,1964.5447457611542,0
339,Female,0,Yes,No,47.0,Yes,Fiber,Yes,Yes,One year,Credit card,65.44765830329936,2775.956524490016,1
340,Female,0,Yes,No,36.0,Yes,No,No,No,Two year,Electronic check,98.94407388603923,6920.761665759671,1
341,Male,0,No,Yes,9.0,Yes,Fiber,No,No,Month-to-month,Credit card,22.795452221710153,5185.494904606512,1
342,Male,0,Yes,No,42.0,Yes,No,No internet,No internet,Month-to-month,Bank transfer,62.03323329194118,2301.865091526903,0
343,Female,0,Yes,Yes,61.0,Yes,No,No internet,No,Month-to-month,Mailed check,98.91969025149407,4661.630799574981,0
344,Male,0,Yes,Yes,,Yes,No,No,No internet,Two year,Bank transfer,66.98491237818601,5345.705652582734,0
345,Female,0,Yes,Yes,2.0,Yes,DSL,No internet,Yes,Two year,Bank transfer,40.06424816663491,7986.737475081016,1
346,Male,1,Yes,No,60.0,Yes,Fiber,No,Yes,Two year,Mailed check,41.22019386718378,4102.150367465072,1
347,Female,1,Yes,No,10.0,Yes,No,No internet,No internet,Two year,Mailed check,77.362433293364,7220.553839650179,0
348,Male,0,Yes,Yes,48.0,Yes,No,No internet,No internet,Month-to-month,Bank transfer,91.2442039152644,2783.8722719737843,0
349,Male,0,No,Yes,4.0,Yes,No,No,Yes,Two year,Mailed check,96.82606497438049,5142.73001094279,0
350,Female,1,No,Yes,22.0,Yes,Fiber,Yes,Yes,Two year,Credit card,65.68754560787218,6358.834838307915,0
351,Female,0,No,Yes,49.0,Yes,No,No,No internet,Month-to-month,Electronic check,94.0654911227662,7455.792539235012,1
352,Female,1,Yes,Yes,31.0,Yes,Fiber,No,No internet,One year,Credit card,42.85390073123219,3910.3407363057827,0
353,Female,0,Yes,No,42.0,Yes,Fiber,No,No,One year,Bank transfer,71.42280071611393,6855.219015907451,0
354,Male,1,Yes,No,60.0,Yes,No,No,Yes,Month-to-month,Bank transfer,91.01777878161091,4241.353223605135,1
355,Male,0,No,No,32.0,Yes,DSL,No internet,No internet,Two year,Mailed check,102.06209645307372,5220.782168597401,0
356,Female,0,No,No,34.0,Yes,No,No,No,Two year,Electronic check,90.58786277135049,2009.0542134267075,1
357,Male,1,Yes,Yes,17.0,Yes,DSL,Yes,No internet,One year,Mailed check,98.17567706128779,6611.246406760241,0
358,Male,0,Yes,No,60.0,Yes,No,No internet,Yes,Two year,Credit card,99.86367702863089,7749.9637537989565,0
359,Male,0,No,Yes,20.0,Yes,Fiber,No,Yes,Month-to-month,Credit card,44.27996542068871,6247.465576734999,1
360,Male,0,No,No,64.0,Yes,Fiber,No,No,Two year,Electronic check,49.10959170523546,2231.4709159629842,0
361,Male,0,Yes,Yes,48.0,Yes,No,No,No internet,One year,Electronic check,92.15217213930114,680.2473226281701,0
362,Female,0,No,Yes,64.0,Yes,No,No internet,Yes,One year,Bank transfer,103.72248960725474,562.8332426822975,0
363,Male,0,No,Yes,13.0,Yes,Fiber,No internet,No,Month-to-month,Electronic check,93.04356662012864,5749.8019617829605,1
364,Female,0,No,Yes,25.0,Yes,No,No internet,Yes,One year,Credit card,40.001226646505074,6320.036680314129,0
365,Female,1,No,Yes,21.0,No,No,No,No,Month-to-month,Bank transfer,109.28580128696214,5358.44696809613,0
366,Male,0,Yes,No,39.0,Yes,No,No,No,One year,Electronic check,77.1387345013226,5380.101570012371,0
367,Female,0,No,Yes,46.0,Yes,DSL,No internet,Yes,Month-to-month,Electronic check,63.06248346248333,7359.878202576699,0
368,Female,0,No,Yes,50.0,No,No,No,No internet,Month-to-month,Mailed check,106.85688837098581,3615.571456032318,1
369,Male,0,No,Yes,15.0,Yes,Fiber,No internet,Yes,One year,Mailed check,100.67481615110957,4001.989011043838,1
370,Male,0,Yes,No,9.0,Yes,No,Yes,Yes,One year,Mailed check,73.17911553786472,2033.754902958786,0
371,Male,0,Yes,No,46.0,Yes,No,Yes,No internet,One year,Electronic check,52.77545896964228,7998.734414095996,0
372,Female,0,No,No,23.0,Yes,Fiber,No internet,No,Month-to-month,Credit card,62.16859045146224,7559.958987723092,0
373,Male,0,No,No,35.0,Yes,No,Yes,No,Two year,Credit card,69.55031861828695,1954.2832664106886,0
374,Male,0,No,Yes,32.0,Yes,Fiber,No internet,No,Month-to-month,Electronic check,74.54307854943453,1899.0860820814764,0
375,Male,0,No,No,3.0,Yes,No,Yes,No internet,Month-to-month,Mailed check,83.34219526200224,6205.687877011502,0
376,Female,0,No,Yes,,Yes,DSL,No,No internet,Month-to-month,Electronic check,73.35470305014502,1566.9072959986374,1
377,Female,1,Yes,No,61.0,Yes,Fiber,No,Yes,Two year,Electronic check,98.4050764120587,1694.5493606699988,0
378,Male,0,No,Yes,25.0,Yes,No,No internet,Yes,Two year,Credit card,29.013146416285757,6855.82085043267,1
379,Male,0,No,No,68.0,Yes,DSL,Yes,Yes,One year,Electronic check,105.33461233019541,4793.447491614925,0
380,Female,1,No,Yes,1.0,Yes,Fiber,No,No,One year,Mailed check,37.411721437056144,2311.147826588806,1
381,Male,0,Yes,Yes,33.0,Yes,Fiber,No,No,Month-to-month,Bank transfer,45.26483673965552,3274.769336744349,0
382,Female,0,Yes,No,,Yes,No,No,Yes,Two year,Credit card,95.68477204733303,1455.7296391548473,0
383,Male,0,Yes,Yes,49.0,Yes,DSL,Yes,No,Month-to-month,Bank transfer,57.18298095315376,4785.299769932048,0
384,Female,0,Yes,Yes,49.0,Yes,DSL,No,No internet,Two year,Electronic check,73.7016683118843,1331.369731167948,0
385,Male,0,Yes,No,8.0,Yes,DSL,No internet,Yes,Month-to-month,Electronic check,73.15172746359822,2621.914181374905,0
386,Male,0,No,Yes,62.0,Yes,DSL,Yes,No,Month-to-month,Mailed check,31.875272326880385,7755.159513665628,0
387,Female,1,No,No,63.0,Yes,DSL,No internet,No,Month-to-month,Electronic check,56.0952486969638,4587.694378010766,0
388,Female,0,No,Yes,68.0,Yes,DSL,No,No,Two year,Credit card,101.97676864313549,2844.7483585629443,0
389,Female,0,No,Yes,31.0,Yes,DSL,Yes,No,One year,Electronic check,25.23602739876923,7411.5108935709695,0
390,Male,0,Yes,Yes,67.0,Yes,No,No,Yes,Two year,Credit card,83.36679745209918,3022.2315613365704,0
391,Female,0,Yes,Yes,46.0,Yes,Fiber,No,No internet,Two year,Bank transfer,64.71429074958684,5828.5868276029505,0
392,Female,1,No,No,47.0,Yes,Fiber,No internet,No,Month-to-month,Mailed check,22.385793879861076,2699.6627847755412,1
393,Male,0,Yes,No,7.0,Yes,Fiber,Yes,Yes,Month-to-month,Credit card,63.30210302730628,2494.111012919063,1
394,Male,0,No,Yes,10.0,Yes,No,No internet,No internet,Two year,Credit card,55.04271705752242,3840.010100279699,1
395,Female,0,Yes,Yes,39.0,Yes,DSL,No internet,No,One year,Credit card,77.25799619810411,4499.877790804837,0
396,Male,0,No,Yes,71.0,Yes,DSL,No internet,No internet,Month-to-month,Electronic check,38.28922256468061,3494.3186170968042,0
397,Male,0,No,Yes,50.0,Yes,DSL,No internet,No internet,One year,Credit card,52.477319181527854,6676.657335310985,0
398,Female,0,Yes,Yes,4.0,Yes,Fiber,No,Yes,One year,Credit card,73.637813318051,5569.234086022766,0
399,Female,0,No,Yes,65.0,Yes,Fiber,Yes,Yes,Month-to-month,Mailed check,88.17474221267425,7700.843467814708,0
400,Female,1,No,Yes,24.0,Yes,No,No internet,No,Month-to-month,Electronic check,45.48145323968243,3125.8310142216806,1
401,Male,0,No,No,21.0,Yes,DSL,No,No,Two year,Bank transfer,84.62288099846864,4376.1210558162475,0
402,Female,0,No,Yes,38.0,Yes,DSL,No,No,Month-to-month,Bank transfer,61.78698466985516,6948.295934872531,0
403,Male,0,Yes,Yes,6.0,Yes,DSL,Yes,No internet,Two year,Bank transfer,66.4787233678241,2265.665502195188,0
404,Female,0,Yes,No,29.0,Yes,Fiber,Yes,Yes,Two year,Electronic check,68.75554642030502,6016.485354172708,1
405,Female,0,No,Yes,55.0,No,Fiber,No internet,No,Month-to-month,Mailed check,35.59718980221483,4769.631585147297,0
406,Female,0,No,No,66.0,Yes,DSL,No internet,No,Month-to-month,Electronic check,45.440260241260496,4775.406849407325,0
407,Female,1,No,No,38.0,No,Fiber,No,No,One year,Credit card,91.13952408709861,2171.7473216799162,1
408,Female,0,Yes,No,47.0,Yes,DSL,Yes,No internet,One year,Bank transfer,59.246535374803656,2232.5547750337028,0
409,Male,1,Yes,No,12.0,Yes,No,Yes,No,One year,Electronic check,52.349130015580755,7459.323109352147,0
410,Male,0,No,Yes,17.0,Yes,Fiber,No,No internet,Two year,Credit card,28.617303251054423,421.4856959497818,1
411,Male,0,Yes,No,26.0,Yes,DSL,No internet,No,Month-to-month,Mailed check,36.24218886485433,4403.65581102166,0
412,Female,0,Yes,Yes,45.0,Yes,Fiber,Yes,Yes,Two year,Credit card,69.31606256431101,5553.9660045400005,0
413,Female,0,Yes,No,26.0,Yes,DSL,No,No,One year,Mailed check,63.26724223656823,1531.5988150487512,0
414,Female,0,Yes,Yes,21.0,Yes,No,Yes,No internet,Two year,Bank transfer,107.94073400425556,4308.841942989783,0
415,Male,1,No,No,44.0,Yes,No,Yes,No,One year,Mailed check,36.25738016482887,7236.765090880855,0
416,Female,0,No,Yes,42.0,Yes,DSL,No,No internet,One year,Electronic check,39.47994907478348,6501.508493196213,1
417,Male,0,No,Yes,35.0,Yes,DSL,Yes,No internet,Two year,Bank transfer,82.22512023548035,7059.165415907883,0
418,Female,0,Yes,Yes,16.0,Yes,No,No internet,No,Month-to-month,Electronic check,55.571411733857495,3387.554293636416,0
419,Female,0,No,Yes,13.0,Yes,DSL,No,No internet,Month-to-month,Electronic check,46.87407905395571,4972.730193105298,1
420,Female,0,Yes,Yes,37.0,Yes,Fiber,No,No internet,Month-to-month,Mailed check,25.004799984868058,1567.1928325234041,1
421,Male,0,No,No,62.0,Yes,No,Yes,No internet,Two year,Electronic check,78.41841558340798,6927.611585057238,0
422,Male,0,No,No,71.0,Yes,DSL,No internet,No,Month-to-month,Electronic check,97.5642529714168,1299.7323978251677,1
423,Male,0,Yes,No,32.0,Yes,No,No,No,One year,Credit card,108.23179573021797,1053.6276359010449,1
424,Female,0,Yes,Yes,58.0,Yes,Fiber,No,Yes,Two year,Bank transfer,60.98847411759308,6537.10654943706,0
425,Male,0,No,No,2.0,Yes,Fiber,Yes,No,Two year,Bank transfer,76.60126393034619,2927.8860723304288,1
426,Male,0,Yes,No,48.0,No,No,No,No,Month-to-month,Electronic check,37.85366160831971,5919.3151610527,1
427,Female,0,No,No,54.0,No,No,Yes,No,Two year,Credit card,88.80561353952723,7789.998812620708,0
428,Male,0,No,Yes,65.0,Yes,No,No internet,No internet,Two year,Electronic check,48.22655522544956,2800.9817643806614,0
429,Female,0,No,Yes,45.0,Yes,No,Yes,Yes,Two year,Credit card,96.87170153387837,7577.904355718469,0
430,Male,0,No,Yes,35.0,Yes,No,Yes,No,Two year,Credit card,95.63132904435187,2161.819083954606,0
431,Female,0,Yes,Yes,33.0,Yes,No,No internet,Yes,Two year,Electronic check,28.737943963133525,6216.544763821926,0
432,Male,0,No,No,22.0,Yes,No,Yes,Yes,One year,Bank transfer,77.45788100365593,4487.261356700133,0
433,Female,0,No,No,46.0,Yes,Fiber,Yes,No internet,Month-to-month,Electronic check,95.26521506918199,6214.719388761999,0
434,Female,0,Yes,Yes,22.0,No,DSL,No,No,Month-to-month,Credit card,67.26633474309813,2001.7777149654642,1
435,Female,0,No,Yes,7.0,Yes,No,Yes,Yes,Two year,Mailed check,84.44113588500036,6283.340888858527,1
436,Male,0,No,No,62.0,Yes,Fiber,Yes,No,Two year,Bank transfer,39.568989822091446,5805.940430770423,0
437,Female,0,No,No,43.0,Yes,Fiber,Yes,No,Month-to-month,Credit card,76.3005335916296,925.3483878316299,1
438,Male,0,Yes,Yes,54.0,Yes,No,No internet,No,Two year,Credit card,74.39310699361185,5012.410152088178,1
439,Female,0,Yes,No,7.0,Yes,Fiber,No internet,No internet,One year,Bank transfer,,3141.759816429987,0
440,Female,0,No,Yes,55.0,Yes,Fiber,No,Yes,Month-to-month,Bank transfer,103.12641666897571,7000.6211496556225,1
441,Female,0,Yes,Yes,,No,DSL,Yes,No,One year,Mailed check,58.47670139742333,2737.9530121356297,0
442,Male,1,Yes,Yes,23.0,Yes,DSL,No,Yes,Two year,Credit card,83.48500996959032,5714.885670630474,0
443,Female,1,Yes,Yes,41.0,Yes,No,No internet,Yes,Month-to-month,Electronic check,27.789610493419616,4789.242058880341,0
444,Female,0,No,Yes,71.0,Yes,DSL,No internet,No internet,One year,Electronic check,20.271599896718737,4983.773069430067,0
445,Male,1,Yes,Yes,47.0,Yes,DSL,No internet,No internet,Two year,Mailed check,105.1589533707192,1188.0003857801084,0
446,Male,0,No,Yes,57.0,Yes,DSL,Yes,No internet,One year,Credit card,,1983.8440421638854,0
447,Female,0,No,Yes,45.0,Yes,Fiber,Yes,No,Month-to-month,Credit card,33.68161099256705,5208.681094488516,1
448,Female,0,Yes,No,66.0,Yes,No,Yes,No internet,Month-to-month,Credit card,69.54142193371226,379.515931659204,1
449,Male,0,Yes,Yes,61.0,No,Fiber,No,No,Two year,Mailed check,29.14898117279745,7191.854355710151,0
450,Male,0,No,No,17.0,Yes,Fiber,No internet,Yes,Two year,Bank transfer,90.03282134303248,5779.578027233846,0
451,Female,1,Yes,No,24.0,Yes,No,Yes,No,One year,Credit card,53.536934523634955,700.1889622141733,0
452,Female,0,Yes,No,47.0,Yes,No,No,No internet,Two year,Mailed check,23.760051820012265,4720.359278600089,0
453,Female,0,No,No,45.0,Yes,Fiber,Yes,No,Month-to-month,Mailed check,22.413756419663045,7962.420792390923,0
454,Female,1,No,Yes,59.0,Yes,No,No,Yes,Two year,Mailed check,41.890215092877625,794.364896797281,0
455,Male,1,No,No,35.0,Yes,No,,No internet,Two year,Mailed check,36.89115026151144,282.787827304575,0
456,Female,0,No,No,65.0,Yes,Fiber,No internet,No,Two year,Bank transfer,109.61869536231676,2935.529131348744,0
457,Female,0,No,No,19.0,Yes,DSL,No internet,No,One year,Mailed check,105.71533923304771,3826.8216712615895,0
458,Male,0,Yes,No,23.0,Yes,No,Yes,No internet,Two year,Electronic check,99.20500706712919,4507.972047329192,0
459,Male,0,No,Yes,32.0,Yes,No,Yes,No,Month-to-month,Bank transfer,,3685.8888881698995,0
460,Male,0,Yes,Yes,35.0,Yes,Fiber,No internet,No,Two year,Electronic check,21.523448266851503,5218.1050210681815,0
461,Female,0,No,No,41.0,No,No,Yes,Yes,Two year,Credit card,54.844846411242855,6235.986106175134,0
462,Male,0,Yes,Yes,8.0,Yes,No,No,Yes,One year,Bank transfer,88.92252423994508,577.8796519454281,0
463,Female,0,No,Yes,12.0,Yes,Fiber,No internet,No internet,One year,Electronic check,29.213837127747155,3420.300888687972,0
464,Female,1,No,Yes,36.0,Yes,DSL,No internet,No internet,Two year,Electronic check,36.93983789737288,1257.5146386758586,1
